Month,Report Date,Central in Loads,National in Loads,Eastcoast in Loads,Westcoast in Loads,Central in Pounds,National in Pounds,Eastcoast in Pounds,Westcoast in Pounds
Jan-05,1/14/2005,241.97,280.26,11.19,27.1,"9,678,895","11,210,354","447,400","1,084,059"
Jan-05,1/7/2005,234.21,265.26,14.42,16.63,"9,368,569","10,610,432","576,617","665,246"
Dec-04,12/31/2004,215.38,243.12,9.29,18.46,"8,615,094","9,724,854","371,400","738,360"
Dec-04,12/23/2004,208.12,236.19,10.45,17.63,"8,324,746","9,447,734","417,970","705,018"
Dec-04,12/17/2004,263.38,298.12,15.08,19.66,"10,535,151","11,924,665","603,000","786,514"
Dec-04,12/10/2004,263.18,286.12,14.96,7.98,"10,527,372","11,444,760","598,200","319,188"
Dec-04,12/3/2004,322.75,330.18,0.75,6.68,"12,909,869","13,207,154","30,000","267,285"
Nov-04,11/26/2004,191.97,204.77,2.05,10.75,"7,678,627","8,190,753","82,000","430,126"
Nov-04,11/19/2004,272.85,283.15,2.4,7.91,"10,913,822","11,326,189","96,000","316,367"
Nov-04,11/12/2004,220.43,231.88,3.1,8.35,"8,817,177","9,275,055","124,000","333,878"
Nov-04,11/5/2004,237.77,248.91,3.34,7.8,"9,510,737","9,956,261","133,500","312,024"
Oct-04,10/29/2004,236.11,252.57,1.65,14.81,"9,444,571","10,102,899","66,000","592,328"
Oct-04,10/22/2004,253.99,275.06,10.33,10.74,"10,159,725","11,002,560","413,250","429,585"
Oct-04,10/15/2004,238.44,264.16,12.66,13.06,"9,537,428","10,566,440","506,523","522,489"
Oct-04,10/8/2004,241.92,274.09,14.58,17.6,"9,676,843","10,963,784","583,000","703,941"
Oct-04,10/1/2004,235,258.56,13.25,10.32,"9,399,897","10,342,540","530,042","412,601"
Sep-04,9/24/2004,320.12,343.64,12.67,10.85,"12,804,678","13,745,417","506,775","433,964"
Sep-04,9/17/2004,243.49,274.47,14.44,16.53,"9,739,791","10,978,759","577,700","661,268"
Sep-04,9/10/2004,221.45,245.23,10.03,13.76,"8,857,815","9,809,217","401,193","550,209"
Sep-04,9/3/2004,233.71,254.22,13.45,7.05,"9,348,584","10,168,708","538,050","282,074"
Aug-04,8/27/2004,237.18,268.67,14,17.5,"9,487,068","10,746,757","559,850","699,839"
Aug-04,8/20/2004,239.62,267.1,15.4,12.08,"9,584,804","10,684,104","615,963","483,337"
Aug-04,8/13/2004,228.21,258.13,12.38,17.54,"9,128,410","10,325,077","495,080","701,587"
Aug-04,8/6/2004,246.84,274.32,12.33,15.15,"9,873,741","10,972,989","493,122","606,126"
Jul-04,7/30/2004,264.42,283.54,8.94,10.18,"10,576,613","11,341,582","357,715","407,254"
Jul-04,7/23/2004,248.67,270.11,10.77,10.67,"9,946,811","10,804,586","430,800","426,975"
Jul-04,7/16/2004,205.31,230.16,12.61,12.24,"8,212,235","9,206,298","504,558","489,505"
Jul-04,7/9/2004,271.02,285.25,8.55,5.68,"10,840,825","11,410,099","341,926","227,348"
Jul-04,7/2/2004,218.51,260.08,11.42,30.16,"8,740,363","10,403,323","456,651","1,206,309"
Jun-04,6/25/2004,280.7,316.74,16.76,19.28,"11,227,980","12,669,730","670,493","771,257"
Jun-04,6/18/2004,258.24,277.13,3.1,15.79,"10,329,604","11,085,181","123,939","631,638"
Jun-04,6/11/2004,253.66,299.02,13.54,31.82,"10,146,312","11,960,695","541,708","1,272,675"
Jun-04,6/4/2004,233.4,263.22,11.17,18.65,"9,335,806","10,528,637","446,700","746,131"
May-04,5/28/2004,224.78,255.59,11.91,18.9,"8,991,301","10,223,693","476,545","755,847"
May-04,5/21/2004,245.62,290.04,12.11,32.31,"9,824,633","11,601,428","484,500","1,292,295"
May-04,5/14/2004,236.09,288.77,13.3,39.38,"9,443,784","11,550,879","531,966","1,575,129"
May-04,5/7/2004,230.54,295.13,11.33,53.27,"9,221,440","11,805,233","453,008","2,130,785"
Apr-04,4/30/2004,239.2,276.3,15.44,21.66,"9,568,072","11,051,929","617,630","866,227"
Apr-04,4/23/2004,245.87,281.78,12.16,23.75,"9,834,815","11,271,165","486,273","950,077"
Apr-04,4/16/2004,248.96,285.49,11.41,25.12,"9,958,440","11,419,697","456,490","1,004,767"
Apr-04,4/9/2004,225.22,271.16,14.16,31.77,"9,008,937","10,846,289","566,531","1,270,821"
Apr-04,4/2/2004,185.23,225.39,9.8,30.36,"7,409,346","9,015,775","392,146","1,214,283"
Mar-04,3/26/2004,177.89,217.53,14.6,25.04,"7,115,766","8,701,356","584,007","1,001,583"
Mar-04,3/19/2004,194.83,242.41,14.4,33.18,"7,793,396","9,696,493","575,849","1,327,248"
Mar-04,3/12/2004,165.98,206.57,13.56,27.04,"6,639,070","8,262,976","542,408","1,081,498"
Mar-04,3/5/2004,204.77,245.18,15.59,24.81,"8,190,923","9,807,094","623,630","992,541"
Feb-04,2/27/2004,245.3,310.07,13.92,50.86,"9,811,817","12,402,892","556,820","2,034,255"
Feb-04,2/20/2004,184.41,219.45,13.1,21.94,"7,376,399","8,778,005","524,147","877,459"
Feb-04,2/13/2004,240.44,265.53,8.18,16.91,"9,617,610","10,621,140","327,070","676,460"
Feb-04,2/6/2004,203.66,240.15,10.86,25.64,"8,146,266","9,606,139","434,346","1,025,527"
Jan-04,1/30/2004,169.9,220.17,11.57,38.7,"6,795,873","8,806,778","462,791","1,548,114"
Jan-04,1/23/2004,223.25,269.07,11.02,34.81,"8,929,877","10,762,980","440,795","1,392,308"
Jan-04,1/16/2004,297.29,342.07,8.13,36.65,"11,891,739","13,682,808","325,137","1,465,932"
Jan-04,1/9/2004,161.47,199.12,10.18,27.47,"6,458,967","7,964,838","407,071","1,098,800"
Jan-04,1/2/2004,166.35,193.86,4.93,22.58,"6,654,163","7,754,590","197,060","903,367"
Dec-03,12/26/2003,134.92,174.96,5.52,34.53,"5,396,602","6,998,533","220,803","1,381,128"
Dec-03,12/19/2003,181.68,229.77,11.54,36.55,"7,267,335","9,190,690","461,530","1,461,825"
Dec-03,12/12/2003,191.01,268.82,27.06,50.74,"7,640,530","10,752,792","1,082,496","2,029,766"
Dec-03,12/5/2003,171.94,263.29,40.34,51.02,"6,877,552","10,531,779","1,613,472","2,040,755"
Nov-03,11/28/2003,177.23,228.11,10.87,40.02,"7,089,201","9,124,440","434,635","1,600,604"
Nov-03,11/21/2003,198.68,277.37,15.91,62.79,"7,947,059","11,094,910","636,235","2,511,616"
Nov-03,11/14/2003,215.73,284.4,16.94,51.72,"8,629,386","11,375,843","677,734","2,068,723"
Nov-03,11/7/2003,201.29,278.56,26.01,51.26,"8,051,735","11,142,262","1,040,285","2,050,242"
Oct-03,10/31/2003,206.02,283.05,25.53,51.49,"8,240,845","11,321,848","1,021,304","2,059,699"
Oct-03,10/24/2003,166.85,236.4,23.22,46.33,"6,674,051","9,456,016","928,934","1,853,031"
Oct-03,10/17/2003,165.66,239.39,18.3,55.43,"6,626,396","9,575,766","732,000","2,217,370"
Oct-03,10/10/2003,160.05,228.14,10.91,57.18,"6,401,993","9,125,595","436,402","2,287,200"
Oct-03,10/3/2003,192.68,280.44,35.86,51.9,"7,707,166","11,217,678","1,434,520","2,075,992"
Sep-03,9/26/2003,172.25,249.22,37.32,39.64,"6,890,136","9,968,775","1,492,900","1,585,739"
Sep-03,9/19/2003,229.89,295.02,26.81,38.32,"9,195,681","11,800,708","1,072,200","1,532,827"
Sep-03,9/12/2003,196.09,265.16,13.33,55.74,"7,843,671","10,606,479","533,200","2,229,608"
Sep-03,9/5/2003,200.86,258.76,23.18,34.72,"8,034,523","10,350,322","927,000","1,388,799"
Aug-03,8/29/2003,199.27,254.66,16.35,39.04,"7,970,830","10,186,353","654,100","1,561,423"
Aug-03,8/22/2003,239.27,321.54,19.05,63.23,"9,570,658","12,861,675","762,000","2,529,017"
Aug-03,8/15/2003,227.81,269.97,12.83,29.33,"9,112,591","10,798,668","513,000","1,173,077"
Aug-03,8/8/2003,247.41,300.16,2.9,49.84,"9,896,562","12,006,220","116,000","1,993,658"
